index	reason	de	hsb
1062	length_ratio	"http://www.php.net/search.php?show=\\\\{mode,""manual""}pattern=\\\\{@}Name"	"http: // www. php. net/ search. php? show=\\\\ {mode, ""manual""} pattern=\\\\ {@} Name"
1064	length_ratio	http://www.google.com/search?sourceid=python-searchq=\\\\{@}submit=Searchq=site%3Apython.orgName	http: // www. google. com/ search? sourceid=python- searchq=\\\\ {@} submit=Searchq=site% 3Apython. orgName
1065	length_ratio	Qt3-Online-DokumentationQuery	Online- dokumentacija za Qt3Query
1066	length_ratio	http://doc.trolltech.com/3.3/\\\\{@}.htmlName	http: // doc. trolltech. com/ 3. 3 /\\\\ {@}. htmlName
1068	length_ratio	http://doc.trolltech.com/latest/\\\\{@}.htmlName	http: // doc. trolltech. com/ latest /\\\\ {@}. htmlName
1070	length_ratio	http://buscon.rae.es/draeI/SrvltGUIBusUsual?TIPO_HTML=2LEMA=\\\\{@}FORMATO=ampliadoName	http: // buscon. rae. es/ draeI/ SrvltGUIBusUsual? TIPO_ HTML=2LEMA=\\\\ {@} FORMATO=ampliadoName
1072	length_ratio	http://www.ietf.org/rfc/rfc\\\\{@}.txtName	http: // www. ietf. org/ rfc/ rfc\\\\ {@}. txtName
1074	length_ratio	http://www.rpmfind.net/linux/rpm2html/search.php?query=\\\\{@}Name	http: // www. rpmfind. net/ linux/ rpm2html/ search. php? query=\\\\ {@} Name
1076	length_ratio	http://www.ruby-lang.org/en/raa-list.rhtml?name=\\\\{@}Name	http: // www. ruby- lang. org/ en/ raa- list. rhtml? name=\\\\ {@} Name
1078	length_ratio	http://www.go.com/Titles?col=WWqt=\\\\{@}svx=home_searchboxsv=ISlk=noframesoName	http: // www. go. com/ Titles? col=WWqt=\\\\ {@} svx=home_ searchboxsv=ISlk=noframesoName
1079	identical	SourceForgeQuery	SourceForgeQuery
1080	length_ratio	"http://sourceforge.net/search/?type_of_search=\\\\{type,""soft""}exact=\\\\{exact,""0""}words=\\\\{@}Name"	"http: // sourceforge. net/ search /? type_ of_ search=\\\\ {type, ""soft""} exact=\\\\ {exact, ""0""} words=\\\\ {@} Name"
1081	identical	TechnoratiQuery	TechnoratiQuery
1082	length_ratio	http://technorati.com/cosmos/search.html?sourceid=kde-searchurl=\\\\{@}Name	http: // technorati. com/ cosmos/ search. html? sourceid=kde- searchurl=\\\\ {@} Name
1084	length_ratio	http://technorati.com/tag/\\\\{@}?sourceid=kde-searchName	http: // technorati. com/ tag /\\\\ {@}? sourceid=kde- searchName
1086	length_ratio	http://www.m-w.com/cgi-bin/thesaurus?book=Thesaurusva=\\\\{@}Name	http: // www. m- w. com/ cgi- bin/ thesaurus? book=Thesaurusva=\\\\ {@} Name
1087	identical	TV TomeQuery	TV TomeQuery
1088	length_ratio	http://www.tv.com/search.php?type=11stype=allqs=\\\\{@}x=0y=0Name	http: // www. tv. com/ search. php? type=11stype=allqs=\\\\ {@} x=0y=0Name
1089	length_ratio	U.S.-PatentdatenbankQuery	Datowa baza US- patentowQuery
1090	length_ratio	http://patft.uspto.gov/netacgi/nph-Parser?TERM1=\\\\{@}Sect1=PTO1Sect2=HITOFFd=PALLp=1u=/netahtml/srchnum.htmr=0f=Sl=50Name	http: // patft. uspto. gov/ netacgi/ nph- Parser? TERM1=\\\\ {@} Sect1=PTO1Sect2=HITOFFd=PALLp=1u=/ netahtml/ srchnum. htmr=0f=Sl=50Name
1091	identical	VivisimoQuery	VivisimoQuery
1092	length_ratio	http://vivisimo.com/search?query=\\\\{@}se=Yahoo%2CAltaVista%2CMSN%2CFast%2COD%2CExcite%2CDirectHit%2CLooksmart%2CEuroseekx=49y=16Name	http: // vivisimo. com/ search? query=\\\\ {@} se=Yahoo% 2CAltaVista% 2CMSN% 2CFast% 2COD% 2CExcite% 2CDirectHit% 2CLooksmart% 2CEuroseekx=49y=16Name
1093	identical	VoilaQuery	VoilaQuery
1094	length_ratio	http://www.voila.com/S/geek?an=1kw=\\\\{@}dt=*Name	http: // www. voila. com/ S/ geek? an=1kw=\\\\ {@} dt=* Name
1096	length_ratio	http://www.m-w.com/cgi-bin/dictionary?book=Dictionaryva=\\\\{@}Name	http: // www. m- w. com/ cgi- bin/ dictionary? book=Dictionaryva=\\\\ {@} Name
1098	length_ratio	http://whatis.techtarget.com/definitionsSearchResults/1,289878,sid9,00.html?query=\\\\{@}Name	http: // whatis. techtarget. com/ definitionsSearchResults/ 1, 289878, sid9, 00. html? query=\\\\ {@} Name
1100	length_ratio	http://de.wikipedia.org/wiki/Special:Search?search=\\\\{@}go=GoName	http: // hsb. wikipedia. org/ wiki/ Special: Search? search=\\\\ {@} go=GoName
1102	length_ratio	http://de.wiktionary.org/wiki/Special:Search?search=\\\\{@}go=GoName	http: // hsb. wiktionary. org/ wiki/ Special: Search? search=\\\\ {@} go=GoName
1104	length_ratio	http://www.wolframalpha.com/input/?i=\\\\{@}Name	http: // www. wordreference. com/ it/ translation. asp? enit=\\\\ {@} Name
1106	length_ratio	http://www.wordreference.com/english/definition.asp?en=\\\\{@}Name	http: // www. wordreference. com/ english/ definition. asp? en=\\\\ {@} Name
1107	identical	LocalDomainFilterName	LocalDomainFilterName
1113	length_ratio	Die digitale Brieftasche benötigt ein PasswortName	Name
1118	identical	AnguillaName	AnguillaName
1122	identical	AngolaName	AngolaName
1127	identical	ArubaName	ArubaName
1131	identical	BarbadosName	BarbadosName
1136	identical	BahrainName	BahrainName
1137	identical	BurundiName	BurundiName
1138	identical	BeninName	BeninName
1143	identical	BahamasName	BahamasName
1144	identical	BhutanName	BhutanName
1147	identical	BelizeName	BelizeName
1148	identical	KanadaName	KanadaName
1156	identical	StandardName	StandardName
1158	identical	KongoName	KongoName
1162	identical	ChileName	ChileName
1163	identical	KamerunName	KamerunName
1166	identical	Costa RicaName	Costa RicaName
1167	identical	KubaName	KubaName
1181	identical	EcuadorName	EcuadorName
1194	identical	GabunName	GabunName
1196	identical	GrenadaName	GrenadaName
1199	identical	GhanaName	GhanaName
1200	identical	GibraltarName	GibraltarName
1203	identical	GuineaName	GuineaName
1204	identical	GuadeloupeName	GuadeloupeName
1207	identical	GuatemalaName	GuatemalaName
1208	identical	GuamName	GuamName
1210	identical	GuyanaName	GuyanaName
1212	identical	HondurasName	HondurasName
1214	identical	HaitiName	HaitiName
1218	identical	IsraelName	IsraelName
1220	identical	IrakName	IrakName
1221	identical	IranName	IranName
1222	identical	IslandName	IslandName
1224	identical	JamaikaName	JamaikaName
1230	identical	KiribatiName	KiribatiName
1235	identical	KuwaitName	KuwaitName
1238	identical	LaosName	LaosName
1239	identical	LibanonName	LibanonName
1240	identical	St. LuciaName	St. LuciaName
1241	identical	LiechtensteinName	LiechtensteinName
1242	identical	Sri LankaName	Sri LankaName
1244	identical	LesothoName	LesothoName
1246	identical	LuxemburgName	LuxemburgName
1252	identical	MontenegroName	MontenegroName
1253	identical	MadagaskarName	MadagaskarName
1257	identical	MaliName	MaliName
1258	identical	MyanmarName	MyanmarName
1263	identical	MontserratName	MontserratName
1264	identical	MaltaName	MaltaName
1267	identical	MalawiName	MalawiName
1268	identical	MexikoName	MexikoName
1273	identical	NigerName	NigerName
1282	identical	NepalName	NepalName
1283	identical	NauruName	NauruName
1284	identical	NiueName	NiueName
1287	identical	OmanName	OmanName
1288	identical	PanamaName	PanamaName
1289	identical	PeruName	PeruName
1293	identical	PakistanName	PakistanName
1296	identical	PitcairnName	PitcairnName
1297	identical	Puerto RicoName	Puerto RicoName
1299	identical	PortugalName	PortugalName
1300	identical	PalauName	PalauName
1301	identical	ParaguayName	ParaguayName
1307	identical	RuandaName	RuandaName
1311	identical	SudanName	SudanName
1313	identical	SingapurName	SingapurName
1317	identical	Sierra LeoneName	Sierra LeoneName
1318	identical	San MarinoName	San MarinoName
1319	identical	SenegalName	SenegalName
1328	identical	El SalvadorName	El SalvadorName
1333	identical	TogoName	TogoName
1334	identical	ThailandName	ThailandName
1336	identical	TokelauName	TokelauName
1338	identical	TurkmenistanName	TurkmenistanName
1340	identical	TongaName	TongaName
1344	identical	TuvaluName	TuvaluName
1345	identical	TaiwanName	TaiwanName
1348	identical	UgandaName	UgandaName
1350	identical	UruguayName	UruguayName
1357	identical	VietnamName	VietnamName
1358	identical	VanuatuName	VanuatuName
1362	identical	SamoaName	SamoaName
1363	identical	JemenName	JemenName
1403	length_ratio	Chilenische Unidad de FomentoName	Name
1407	length_ratio	Kolumbianischer Unidad de Valor RealName	Name
1440	length_ratio	Hongkong-DollarName	Hong Kong SAR( Chinska) Name
1489	length_ratio	Mexican Unidad de InversionName	Name
1535	length_ratio	Alter Manat von TurkmenistanName	TurkmenistanName
1589	identical	InternetName	InternetName
1596	identical	SystemName	SystemName
1606	length_ratio	X-Window-DienstprogrammeName	Pomocne programy za X11Name
1607	length_ratio	DesktopsucheComment	Pytanje za dźěłowy powjerchComment
1610	identical	Name	Name
1622	length_ratio	Der Nepomuk-Dienst für Wechselmedien, ermöglicht Zugriff auf Nepomuk-Metadaten auf Wechselmedien.Name	Name
1626	length_ratio	Fehler beim Starten von NepomukComment	Comment
1627	length_ratio	Die Nepomuk Semantik-Dienste lassen sich nicht starten.Name	Name
1632	length_ratio	Nepomuk-Daten-UmwandlungComment	Konwertěrowanje Nepomukowych datow zakónčeneComment
1636	length_ratio	Suchdienst-DateiindexerName	Nepomukowy strigi- indekser za datajeName
1657	length_ratio	Echtes Plasma-Programm, geschrieben in JavaScriptName	Name
1662	length_ratio	Windows-Startmenü-ModulName	KDED modul za startowanski meni woknowName
1665	length_ratio	Automatischer Auswurfdienst von SolidComment	Comment
1666	length_ratio	Ermöglicht das automatische Lösen der Laufwerkseinbindung, wenn der Auswurfknopf betätigt worden ist.Name	Name
1668	length_ratio	Automatischen Umgang mit Wechselmedien einrichtenName	Name
1670	length_ratio	Bindet Geräte automatisch beim Anmelden oder Anschließen ein.Name	Name
1671	length_ratio	Solid-BenutzerschnittstelleComment	Solid User Interface SerwerComment
1673	length_ratio	KDE-ZugangshilfenName	KDE pomocnik za přistupnosćName
1699	length_ratio	Die Einstellungen für Datum und Zeit können aufgrund einer Systemrichtlinie nicht gespeichert werden.Name	Name
1705	identical	JoystickName	JoystickName
1712	identical	RattanComment	RattanComment
1732	identical	KFontViewGenericName	KFontViewGenericName
1735	length_ratio	Zum Ändern der systemweiten Schrift-Einstellungen sind besondere Berechtigungen nötig.Name	Name
1746	identical	KRandRTrayGenericName	KRandRTrayGenericName
1749	length_ratio	Erkennen von RANDR-Änderungen (Monitor)Name	Name
1754	identical	SmartcardsComment	SmartcardsComment
1758	identical	StilComment	StilComment
1761	length_ratio	Globale Einstellungen für die Plasma-ArbeitsumgebungName	Name
1765	identical	9WMComment	9WMComment
1767	identical	AEWMComment	AEWMComment
1769	identical	AEWM++Comment	AEWM++Comment
1771	identical	AfterStepComment	AfterStepComment
1773	identical	AMATERUSComment	AMATERUSComment
1775	identical	AmiWMComment	AmiWMComment
1777	identical	ASClassicComment	ASClassicComment
1781	identical	BlackboxComment	BlackboxComment
1784	identical	CTWMComment	CTWMComment
1786	identical	CWWMComment	CWWMComment
1788	identical	Enlightenment DR16Comment	Enlightenment DR16Comment
1790	identical	EnlightenmentName	EnlightenmentName
1791	identical	EvilWMComment	EvilWMComment
1793	identical	FluxboxComment	FluxboxComment
1795	identical	FLWMComment	FLWMComment
1797	identical	FVWM95Comment	FVWM95Comment
1799	identical	FVWMComment	FVWMComment
1801	identical	GNOMEComment	GNOMEComment
1803	identical	GolemComment	GolemComment
1805	identical	IceWMComment	IceWMComment
1807	identical	IonComment	IonComment
1809	identical	LarsWMComment	LarsWMComment
1811	identical	LWMComment	LWMComment
1813	identical	MatchboxComment	MatchboxComment
1815	identical	MetacityComment	MetacityComment
1817	identical	MWMComment	MWMComment
1819	identical	OLVWMComment	OLVWMComment
1821	identical	OLWMComment	OLWMComment
1824	identical	OroborusComment	OroborusComment
1826	identical	PhluidComment	PhluidComment
1828	identical	PWMComment	PWMComment
1830	identical	QVWMComment	QVWMComment
1832	identical	RatpoisonComment	RatpoisonComment
1834	identical	SapphireComment	SapphireComment
1836	identical	SawfishComment	SawfishComment
1838	identical	TWMComment	TWMComment
1840	identical	UDEComment	UDEComment
1842	identical	VTWMComment	VTWMComment
1844	identical	W9WMComment	W9WMComment
1846	identical	WaimeaComment	WaimeaComment
1848	identical	WM2Comment	WM2Comment
1850	identical	WindowMakerComment	WindowMakerComment
1860	identical	KHotKeysComment	KHotKeysComment
1871	identical	KSIRCComment	KSIRCComment
1876	too_long	Lesen Sie bitte zunächst den Kommentar zu der Aktion„ Hello ausgeben“.\\ Qt-Designer benutzt die Tastenkombination Strg+F4 zum Schließen von Fenstern (vermutlich, weil dies so auch in Windows üblich ist). In KDE wiederum ist dies die übliche Tastenkombination, um auf die Arbeitsfläche 4 zu wechseln. Das in KDE übliche Strg+W zum Schließen eines Fensters funktioniert ebenfalls nicht in Qt-Designer. Das Problem kann aber umgangen werden: Dazu muss Strg+W auf Strg+F4 umgelegt werden, wenn Qt-Designer das aktive Fenster ist. Immer wenn Sie dann in Qt-Designer Strg+W drücken, wird in Wirklichkeit Strg+F4 an das Programm gemeldet. In anderen Programmen wird Strg+W natürlich wie gewohnt weiter funktionieren.\\ Es müssen drei Dinge eingestellt werden: Eine neue Tastenkombination für„ Strg+W“, eine neue Tastaturaktion, die Strg+F4 sendet, und eine neue Bedingung für das aktive Qt-Designer-Fenster.\ Der Fenstertitel von Qt-Designer scheint grundsätzlich„ Qt Designer by Trolltech“ zu lauten, also wird die Bedingung auf diesen Fenstertitel prüfen.Name	Name
1878	length_ratio	Durch Drücken von Strg+Alt+W wird ein D-Bus-Aufruf getätigt, der das Fenster„ Befehl ausführen“ anzeigt. Natürlich können Sie jede Art von D-Bus-Aufruf verwenden, genauso als würden Sie das Befehlszeilenprogramm„ qdbus“ verwenden.Name	Name
1879	length_ratio	D-Bus-Aufruf„ kdesktop KDesktopIface popupExecuteCommand( )“ ausführenComment	Comment
1880	length_ratio	Bitte lesen Sie zunächst die Kommentare zu der Aktion„ Hello ausgeben“.\\ Genau wie in„ Hello ausgeben“ wird auch hier eine Tastatureingabe simuliert. Wenn Sie Strg+Alt+B drücken, wird B an das XMMS-Fenster übergeben (B bewirkt in XMMS einen Wechsel zum nächsten Stück). Das Ankreuzfeld„ Eingabe übergeben an... spezielles Fenster“ ist markiert und als Fensterklasse ist„ XMMS_Player“ eingestellt. Dadurch wird die Eingabe immer nur an dieses Fenster übergeben. Auf diese Weise können Sie XMMS bedienen, selbst dann, wenn es sich auf einer anderen Arbeitsfläche befindet.\\ Die Fensterklasse finden Sie übrigens mit„ xprop“ und einem Klick auf das XMMS-Fenster heraus, oder indem Sie auf die Schaltfläche„ Automatisch feststellen“ drücken und danach das XMMS-Fenster anklicken.Name	Name
1883	length_ratio	XMMS-Wiedergabe-FensterComment	Wokno za XMMS- wothrawakComment
1884	too_long	Konqueror hat seit KDE 3.1 Unterfenster und nun werden auch Gesten unterstützt. Drücken Sie die mittlere Maustaste und ziehen mit der Maus eine der Gesten. Wenn Sie fertig sind, lassen Sie die mittlere Maustaste wieder los. Falls Sie mit der mittleren Maustaste nur eine Auswahl einfügen möchten, funktioniert dies selbstverständlich weiterhin indem Sie die mittlere Maustaste drücken ohne eine Geste nachzuziehen. (Der Mausknopf für Gesten kann aber in den Globalen Einstellungen auch anderweitig festgelegt werden.)\\ Die folgenden Gesten sind zurzeit verfügbar:\ nach rechts und nach links - > Vorwärts (Alt+Rechts)\ nach links und nach rechts - > Zurück (Alt+Links)\ nach oben und nach unten - > Eine Ebene höher (Alt+Hoch)\ Kreis gegen den Uhrzeigersinn - > Dokument erneut laden (F5)\\\ Die Gesten können eingegeben werden, indem Sie die Geste im Einrichtungsdialog ausführen. Es kann hilfreich sein, wenn Sie sich das Zahlenfeld Ihrer Tastatur ansehen; Gesten werden in einem Raster von 3x3 Feldern dargestellt die von 1 bis 9 durchnummeriert sind.\\ Es muss immer die genau passende Geste ausgeführt werden, um die zugewiesene Aktion zu starten. Es ist möglich, einer Aktion mehrere Gesten zuzuordnen. Vermeiden Sie nach Möglichkeit zu komplizierte Gesten, die mehr als eine Richtungsänderung beinhalten. (Ein gutes Beispiel wäre 45654 oder 74123, weil diese einfach sind. 1236987 hingegen könnte bereits zu kompliziert sein.)\\ Die Bedingung für alle Gesten wird in dieser Gruppe festgelegt. Alle Gesten sind nur im Konqueror-Fenser gültig (weil die Fensterklasse„ konqueror“ enthält).eine Name	Name
1900	length_ratio	Geht in der Adress-/Ordnerstruktur eine Ebene höher.\ Opera-Stil: Drücken, nach oben, nach links, nach oben, loslassen.\ Hinweis: Dies steht in Konflikt mit der Aktion„ Vorheriges Unterfenster aktivieren“ und ist daher in der Voreinstellung nicht aktiviert.Name	Name
1914	length_ratio	Drücken, nach oben, loslassen.\ Steht in Konflikt mit dem Opera-Stil von„ Nach oben (2 )“, der aber in der Voreinstellung nicht aktiviert ist.Name	Name
1925	identical	KlipperGenericName	KlipperGenericName
1954	length_ratio	Der Bildschirmschoner wurde beendet.Name	Name
1957	length_ratio	Entsperren des Bildschirms fehlgeschlagenComment	Comment
1958	length_ratio	Das Entsperren des Bildschirms ist fehlgeschlagen.Name	Name
1976	length_ratio	Ein Beispieldesign, das auf dem Air-Design basiert.Name	Name
1977	identical	B IIName	B IIName
1978	identical	KDE 2Name	KDE 2Name
1980	identical	LaptopName	LaptopName
1982	identical	PlastikName	PlastikName
1983	identical	QuartzName	QuartzName
1984	identical	RedmondName	RedmondName
1987	identical	WebDescription	WebDescription
1994	length_ratio	3D-Fenstergalerie - Fenster laufen von links nach rechts durch.Name	Name
1998	length_ratio	Wechsel der Arbeitsfläche mit einem Würfel animieren.Name	Name
2000	length_ratio	Verkleinert die Arbeitsflächen, sodass sie in einem Raster nebeneinander zu sehen sind.Name	Name
2002	length_ratio	Dunkelt das Eltern-Fenster des aktiven Dialogs ab.Name	Name
2005	length_ratio	Bildschirm für Systemverwaltungsmodus abdunkelnComment	Comment
2006	length_ratio	Dunkelt den gesamten Bildschirm ab, wenn nach dem Systemverwalter-Passwort gefragt wird.Name	Name
2008	length_ratio	Lässt Fenster beim Schließen explodieren.Name	Name
2010	length_ratio	Wechseln der virtuellen Arbeitsfläche durch Aus- und Einblenden der Arbeitsfläche.Name	Name
2012	length_ratio	Blendet Fenster beim Öffnen/Schließen langsam ein bzw. aus.Name	Name
